plot_id,species,value,rel_cover_stratum,stratum,stratum_cover,association
1112,maianthemum stellatum,10,9.09,herbaceous,110,Picea engelmannii / Calamagrostis canadensis Swamp
1113,calamagrostis canadensis,60,59.41,herbaceous,101,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,mesic graminoid,60,59.405,shrub,,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,deschampsia cespitosa,20,19.8,herbaceous,101,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,mesic forb,8.5,8.415,shrub,,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,carex aquatilis,5,4.95,herbaceous,101,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,carex spp.,5,4.95,shrub,,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,juncus arcticus var. balticus,5,4.95,herbaceous,101,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,juncus spp.,5,4.95,shrub,,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,geum macrophyllum var. perincisum,1,0.99,herbaceous,101,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,salix planifolia,1,100,shrub,1,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1113,mesic shrub,0.5,50,shrub,,Salix planifolia / Calamagrostis canadensis Wet Shrubland
1114,mesic shrub,80,72.725,tree,,Juniperus scopulorum / Cornus sericea Riparian Woodland
1114,alnus incana ssp. tenuifolia,60,54.55,shrub,110,Juniperus scopulorum / Cornus sericea Riparian Woodland
1114,cornus sericea ssp. sericea,40,36.36,shrub,110,Juniperus scopulorum / Cornus sericea Riparian Woodland
1114,salix exigua,10,9.09,shrub,110,Juniperus scopulorum / Cornus sericea Riparian Woodland
1114,juniperus scopulorum,3,100,tree,3,Juniperus scopulorum / Cornus sericea Riparian Woodland
1115,salix planifolia,45.8,75.33,shrub,60.8,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,caltha chionophila,38.8,54.96,herbaceous,70.6,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,mesic shrub,37.9,62.335,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,carex aquatilis,21.8,30.88,herbaceous,70.6,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,carex spp.,21.8,30.88,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,mesic graminoid,20.9,29.6,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,mesic forb,19.4,27.48,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,salix brachycarpa var. brachycarpa,15,24.67,shrub,60.8,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,eleocharis palustris,10,14.16,herbaceous,70.6,Salix planifolia / Caltha leptosepala Wet Shrubland
1115,eleocharis spp.,10,14.16,shrub,,Salix planifolia / Caltha leptosepala Wet Shrubland
1116,mesic shrub,60,66.665,herbaceous,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,salix brachycarpa var. brachycarpa,60,66.67,shrub,90,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,mesic forb,35,58.345,herbaceous,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,carex aquatilis,20,33.33,herbaceous,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,carex spp.,20,33.33,herbaceous,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,betula glandulosa,10,11.11,shrub,90,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,fragaria virginiana,10,16.67,herbaceous,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,mesic graminoid,10,16.665,herbaceous,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,salix monticola,10,11.11,shrub,90,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,salix planifolia,10,11.11,shrub,90,Salix brachycarpa / Mesic Forbs Wet Shrubland
1116,taraxacum officinale,10,16.67,herbaceous,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,mesic forb,53,51.94,tree,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,mesic graminoid,34,33.325,tree,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,mesic shrub,24,40.005,tree,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,bromus ciliatus,20,19.61,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,salix brachycarpa var. brachycarpa,20,33.33,shrub,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,calamagrostis canadensis,10,9.8,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,geranium richardsonii,10,9.8,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,picea engelmannii var. engelmannii,10,40,tree,25,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,salix monticola,10,16.67,shrub,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,achillea millefolium,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,aconitum columbianum,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,equisetum arvense,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,heracleum maximum,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,maianthemum stellatum,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,mertensia ciliata var. ciliata,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,picea pungens,3,12,tree,25,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,salix geyeriana,3,5,shrub,60,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,thalictrum fendleri,3,2.94,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,carex spp.,2,1.96,tree,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,carex microptera,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,carex pellita,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,deschampsia cespitosa,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,geum macrophyllum var. perincisum,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,glyceria striata,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,juncus ensifolius,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,juncus spp.,1,0.98,tree,,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,ligusticum porteri,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,oxypolis fendleri,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,phleum alpinum,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,poa pratensis,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1117,taraxacum officinale,1,0.98,herbaceous,102,Salix brachycarpa / Mesic Forbs Wet Shrubland
1118,picea engelmannii var. engelmannii,37.5,100,tree,37.5,Picea engelmannii / Hypnum revolutum Forest
1118,mesic forb,18.75,50,tree,,Picea engelmannii / Hypnum revolutum Forest
1119,mesic shrub,80,72.725,shrub,,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,betula glandulosa,60,54.55,shrub,110,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,dasiphora fruticosa,20,18.18,shrub,110,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,salix monticola,20,18.18,shrub,110,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,chamerion angustifolium,10,100,herbaceous,10,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,lonicera involucrata,10,9.09,shrub,110,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1119,mesic forb,5,50,shrub,,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland
1120,mesic shrub,47.5,73.065,shrub,,Calamagrostis canadensis Western Wet Meadow
1120,betula glandulosa,35,53.85,shrub,65,Calamagrostis canadensis Western Wet Meadow
1120,dasiphora fruticosa,10,15.38,shrub,65,Calamagrostis canadensis Western Wet Meadow
1120,lonicera involucrata,10,15.38,shrub,65,Calamagrostis canadensis Western Wet Meadow
1120,salix monticola,10,15.38,shrub,65,Calamagrostis canadensis Western Wet Meadow
1120,calamagrostis canadensis,5,100,herbaceous,5,Calamagrostis canadensis Western Wet Meadow
1120,mesic graminoid,2.5,50,shrub,,Calamagrostis canadensis Western Wet Meadow
1121,populus angustifolia,47,100,tree,47,Populus angustifolia / Rhus trilobata Riparian Woodland
1121,rhus trilobata,28,100,shrub,28,Populus angustifolia / Rhus trilobata Riparian Woodland
1121,pascopyrum smithii,21,100,herbaceous,21,Populus angustifolia / Rhus trilobata Riparian Woodland
1121,mesic shrub,14,50,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
1121,mesic graminoid,10.5,50,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
1122,rhus trilobata,99,99,shrub,100,Populus angustifolia / Rhus trilobata Riparian Woodland
1122,mesic shrub,49.5,49.5,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
1122,bromus tectorum,20,100,herbaceous,20,Populus angustifolia / Rhus trilobata Riparian Woodland
1122,populus angustifolia,20,100,tree,20,Populus angustifolia / Rhus trilobata Riparian Woodland
1122,mesic graminoid,10,50,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
1123,mesic shrub,70,70,tree,,Populus angustifolia / Rhus trilobata Riparian Woodland
1123,rhus trilobata,60,60,shrub,100,Populus angustifolia / Rhus trilobata Riparian Woodland
1123,forestiera pubescens,40,40,shrub,100,Populus angustifolia / Rhus trilobata Riparian Woodland
1123,populus angustifolia,40,80,tree,50,Populus angustifolia / Rhus trilobata Riparian Woodland
1123,betula occidentalis,10,20,tree,50,Populus angustifolia / Rhus trilobata Riparian Woodland
1124,salix planifolia,59.9,83.78,shrub,71.5,Salix planifolia / Carex aquatilis Wet Shrubland
1124,mesic shrub,41.55,58.11,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1124,carex aquatilis,32.34,74.31,herbaceous,43.52,Salix planifolia / Carex aquatilis Wet Shrubland
1124,carex spp.,32.34,74.31,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1124,mesic graminoid,27.35,62.845,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1124,salix drummondiana,11.6,16.22,shrub,71.5,Salix planifolia / Carex aquatilis Wet Shrubland
1124,calamagrostis canadensis,11.18,25.69,herbaceous,43.52,Salix planifolia / Carex aquatilis Wet Shrubland
1125,salix planifolia,39,60,shrub,65,Salix planifolia / Carex utriculata Wet Shrubland
1125,carex spp.,35,41.18,tree,,Salix planifolia / Carex utriculata Wet Shrubland
1125,carex utriculata,35,41.18,herbaceous,85,Salix planifolia / Carex utriculata Wet Shrubland
1125,mesic shrub,19.5,30,tree,,Salix planifolia / Carex utriculata Wet Shrubland
1125,mesic graminoid,17.5,20.59,tree,,Salix planifolia / Carex utriculata Wet Shrubland
1125,abies lasiocarpa,4,40,tree,10,Salix planifolia / Carex utriculata Wet Shrubland
1125,picea engelmannii var. engelmannii,4,40,tree,10,Salix planifolia / Carex utriculata Wet Shrubland
1125,pinus contorta var. latifolia,1,10,tree,10,Salix planifolia / Carex utriculata Wet Shrubland
1125,populus tremuloides,1,10,tree,10,Salix planifolia / Carex utriculata Wet Shrubland
1126,salix drummondiana,90,98.9,shrub,91,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,mesic shrub,46,50.55,shrub,,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,equisetum arvense,5,71.43,herbaceous,7,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,mesic forb,4.5,64.285,shrub,,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,heracleum maximum,2,28.57,herbaceous,7,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,salix lasiandra,2,100,tree,2,Salix drummondiana / Mesic Forbs Wet Shrubland
1126,salix boothii,1,1.1,shrub,91,Salix drummondiana / Mesic Forbs Wet Shrubland
1128,salix monticola,60,100,shrub,60,Salix monticola / Carex utriculata Wet Shrubland
1128,carex spp.,50,100,shrub,,Salix monticola / Carex utriculata Wet Shrubland
1128,carex utriculata,50,100,herbaceous,50,Salix monticola / Carex utriculata Wet Shrubland
1128,mesic shrub,30,50,shrub,,Salix monticola / Carex utriculata Wet Shrubland
1128,mesic graminoid,25,50,shrub,,Salix monticola / Carex utriculata Wet Shrubland
1129,mesic graminoid,75,75,herbaceous,,Carex aquatilis - Sphagnum spp. Fen
1129,carex spp.,60,60,herbaceous,,Carex aquatilis - Sphagnum spp. Fen
1129,carex aquatilis,50,50,herbaceous,100,Carex aquatilis - Sphagnum spp. Fen
1129,calamagrostis canadensis,40,40,herbaceous,100,Carex aquatilis - Sphagnum spp. Fen
1129,carex rossii,10,10,herbaceous,100,Carex aquatilis - Sphagnum spp. Fen
1130,salix drummondiana,40,100,shrub,40,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1130,mesic shrub,20,50,tree,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1130,picea pungens,10,50,tree,20,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1131,eleocharis palustris,23.1,62.01,herbaceous,37.25,Eleocharis palustris Marsh
1131,eleocharis spp.,23.1,62.01,herbaceous,,Eleocharis palustris Marsh
1131,mesic graminoid,11.55,31.005,herbaceous,,Eleocharis palustris Marsh
1131,mesic forb,7.075,18.995,herbaceous,,Eleocharis palustris Marsh
1132,mesic shrub,45,69.23,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
1132,salix monticola,40,61.54,shrub,65,Salix monticola / Carex aquatilis Wet Shrubland
1132,carex aquatilis,30,66.67,herbaceous,45,Salix monticola / Carex aquatilis Wet Shrubland
1132,carex spp.,30,66.67,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
1132,mesic graminoid,30,66.665,shrub,,Salix monticola / Carex aquatilis Wet Shrubland
1132,salix geyeriana,25,38.46,shrub,65,Salix monticola / Carex aquatilis Wet Shrubland
1132,calamagrostis canadensis,15,33.33,herbaceous,45,Salix monticola / Carex aquatilis Wet Shrubland
1133,salix exigua,48,100,shrub,48,Populus angustifolia / Salix exigua Riparian Woodland
1133,trifolium repens,38,74.51,herbaceous,51,Populus angustifolia / Salix exigua Riparian Woodland
1133,populus angustifolia,35,87.5,tree,40,Populus angustifolia / Salix exigua Riparian Woodland
1133,mesic shrub,24,50,tree,,Populus angustifolia / Salix exigua Riparian Woodland
1133,mesic forb,19,37.255,tree,,Populus angustifolia / Salix exigua Riparian Woodland
1133,poa pratensis,13,25.49,herbaceous,51,Populus angustifolia / Salix exigua Riparian Woodland
1133,mesic graminoid,6.5,12.745,tree,,Populus angustifolia / Salix exigua Riparian Woodland
1134,mesic shrub,57,73.075,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,mesic graminoid,54.5,64.11,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,calamagrostis canadensis,45,52.94,herbaceous,85,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,salix geyeriana,42,53.85,shrub,78,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,poa pratensis,22,25.88,herbaceous,85,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,salix wolfii var. wolfii,17,21.79,shrub,78,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,salix brachycarpa var. brachycarpa,11,14.1,shrub,78,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,carex aquatilis,10,11.76,herbaceous,85,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,carex spp.,10,11.76,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,salix planifolia,8,10.26,shrub,78,Salix geyeriana / Mesic Graminoids Wet Shrubland
1134,mesic forb,4,4.705,shrub,,Salix geyeriana / Mesic Graminoids Wet Shrubland
1135,carex aquatilis,60,75,herbaceous,80,Salix planifolia / Carex aquatilis Wet Shrubland
1135,carex spp.,60,75,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1135,mesic shrub,60,75,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1135,salix planifolia,40,50,shrub,80,Salix planifolia / Carex aquatilis Wet Shrubland
1135,mesic graminoid,30,37.5,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1135,pedicularis groenlandica,20,25,herbaceous,80,Salix planifolia / Carex aquatilis Wet Shrubland
1135,salix wolfii var. wolfii,20,25,shrub,80,Salix planifolia / Carex aquatilis Wet Shrubland
1135,mesic forb,10,12.5,shrub,,Salix planifolia / Carex aquatilis Wet Shrubland
1135,salix drummondiana,10,12.5,shrub,80,Salix planifolia / Carex aquatilis Wet Shrubland
1135,salix monticola,10,12.5,shrub,80,Salix planifolia / Carex aquatilis Wet Shrubland
1136,mesic forb,32,33.69,herbaceous,,Sparganium eurycarpum Western Interior Marsh
1136,mesic graminoid,23,24.215,herbaceous,,Sparganium eurycarpum Western Interior Marsh
1136,carex pellita,20,21.05,herbaceous,95,Sparganium eurycarpum Western Interior Marsh
1136,carex spp.,20,21.05,herbaceous,,Sparganium eurycarpum Western Interior Marsh
1136,agrostis stolonifera,3,3.16,herbaceous,95,Sparganium eurycarpum Western Interior Marsh
1137,mesic forb,42.5,53.125,herbaceous,,Sparganium eurycarpum Western Interior Marsh
1138,carex spp.,60,63.16,shrub,,Salix planifolia / Carex utriculata Wet Shrubland
1138,salix planifolia,50,100,shrub,50,Salix planifolia / Carex utriculata Wet Shrubland
1138,mesic graminoid,45,47.37,shrub,,Salix planifolia / Carex utriculata Wet Shrubland
1138,carex utriculata,30,31.58,herbaceous,95,Salix planifolia / Carex utriculata Wet Shrubland
1138,mesic forb,27.5,28.955,shrub,,Salix planifolia / Carex utriculata Wet Shrubland
1138,mesic shrub,25,50,shrub,,Salix planifolia / Carex utriculata Wet Shrubland
1138,caltha chionophila,10,10.53,herbaceous,95,Salix planifolia / Carex utriculata Wet Shrubland
1138,pedicularis groenlandica,10,10.53,herbaceous,95,Salix planifolia / Carex utriculata Wet Shrubland
1139,mesic shrub,37.5,68.18,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,alnus incana ssp. tenuifolia,35,63.64,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,picea engelmannii var. engelmannii,15,66.67,tree,22.5,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,salix drummondiana,10,18.18,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,abies lasiocarpa,7.5,33.33,tree,22.5,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,salix brachycarpa var. brachycarpa,5,9.09,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,rubus idaeus ssp. strigosus,3,75,herbaceous,4,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,salix boothii,3,5.45,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,lonicera involucrata,1,1.82,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,salix exigua,1,1.82,shrub,55,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1139,mesic forb,0.5,12.5,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1140,carex spp.,80,82.48,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
1140,salix wolfii var. wolfii,70,72.92,shrub,96,Salix wolfii / Carex aquatilis Wet Shrubland
1140,mesic graminoid,68,70.105,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
1140,mesic shrub,61,63.55,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
1140,carex aquatilis,50,51.55,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,carex utriculata,30,30.93,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,betula glandulosa,10,10.42,shrub,96,Salix wolfii / Carex aquatilis Wet Shrubland
1140,deschampsia cespitosa,10,10.31,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,salix planifolia,10,10.42,shrub,96,Salix wolfii / Carex aquatilis Wet Shrubland
1140,dasiphora fruticosa,5,5.21,shrub,96,Salix wolfii / Carex aquatilis Wet Shrubland
1140,mesic forb,3.5,3.605,shrub,,Salix wolfii / Carex aquatilis Wet Shrubland
1140,calamagrostis canadensis,1,1.03,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,cardamine cordifolia,1,1.03,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,geum macrophyllum var. perincisum,1,1.03,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,micranthes odontoloma,1,1.03,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,phleum alpinum,1,1.03,herbaceous,97,Salix wolfii / Carex aquatilis Wet Shrubland
1140,salix geyeriana,1,1.04,shrub,96,Salix wolfii / Carex aquatilis Wet Shrubland
1141,picea engelmannii var. engelmannii,30,54.55,tree,55,Abies lasiocarpa - Picea engelmannii / Moss Forest
1141,abies lasiocarpa,25,45.45,tree,55,Abies lasiocarpa - Picea engelmannii / Moss Forest
1141,mesic shrub,5,20,tree,,Abies lasiocarpa - Picea engelmannii / Moss Forest
1142,mesic shrub,30,75,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1142,picea engelmannii var. engelmannii,30,75,tree,40,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1142,alnus incana ssp. tenuifolia,20,50,shrub,40,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1142,abies lasiocarpa,10,25,tree,40,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1142,lonicera involucrata,10,25,shrub,40,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1142,mesic forb,5,50,tree,,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest
1143,populus angustifolia,90,81.82,tree,110,Populus angustifolia Sand Dune Riparian Forest
1143,carex geyeri,30,60,herbaceous,50,Populus angustifolia Sand Dune Riparian Forest
1143,carex spp.,30,60,tree,,Populus angustifolia Sand Dune Riparian Forest
1143,juniperus scopulorum,20,18.18,tree,110,Populus angustifolia Sand Dune Riparian Forest
1143,mesic graminoid,15,30,tree,,Populus angustifolia Sand Dune Riparian Forest
1143,mesic forb,10,20,tree,,Populus angustifolia Sand Dune Riparian Forest
1145,acer negundo,35,50,tree,70,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
1145,populus angustifolia,30,42.86,tree,70,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest
1146,juniperus scopulorum,29,38.67,tree,75,Populus angustifolia - Juniperus scopulorum Riparian Woodland
1146,populus angustifolia,28,37.33,tree,75,Populus angustifolia - Juniperus scopulorum Riparian Woodland
1146,acer glabrum var. glabrum,18,24,tree,75,Populus angustifolia - Juniperus scopulorum Riparian Woodland
1147,salix exigua,73,100,shrub,73,Salix exigua / Mesic Forbs Wet Shrubland
1147,poa pratensis,41,54.67,herbaceous,75,Salix exigua / Mesic Forbs Wet Shrubland
1147,mesic shrub,36.5,50,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
1147,mesic forb,25,33.33,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
1147,mesic graminoid,20.5,27.335,shrub,,Salix exigua / Mesic Forbs Wet Shrubland
1147,trifolium repens,18,24,herbaceous,75,Salix exigua / Mesic Forbs Wet Shrubland
1147,heracleum maximum,16,21.33,herbaceous,75,Salix exigua / Mesic Forbs Wet Shrubland
1148,mesic shrub,80,72.725,tree,,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,lonicera involucrata,60,54.55,shrub,110,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,alnus incana ssp. tenuifolia,40,36.36,shrub,110,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,populus angustifolia,40,66.67,tree,60,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,picea pungens,20,33.33,tree,60,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,heracleum maximum,10,50,herbaceous,20,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,ribes inerme,10,9.09,shrub,110,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,mesic graminoid,7.5,37.5,tree,,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,calamagrostis canadensis,5,25,herbaceous,20,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,mesic forb,5,25,tree,,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1148,poa pratensis,5,25,herbaceous,20,Populus angustifolia - Picea pungens / Alnus incana Riparian Woodland
1149,mesic graminoid,11,68.75,herbaceous,,Carex nebrascensis Great Plains Wet Meadow
1149,carex nebrascensis,10,62.5,herbaceous,16,Carex nebrascensis Great Plains Wet Meadow
1149,carex spp.,10,62.5,herbaceous,,Carex nebrascensis Great Plains Wet Meadow
1149,juncus arcticus var. balticus,3,18.75,herbaceous,16,Carex nebrascensis Great Plains Wet Meadow
1149,juncus spp.,3,18.75,herbaceous,,Carex nebrascensis Great Plains Wet Meadow
1150,salix drummondiana,60,75,shrub,80,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1150,mesic shrub,40,50,shrub,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1150,salix monticola,10,12.5,shrub,80,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1151,mesic shrub,40,66.665,shrub,,Salix lucida ssp. caudata Wet Shrubland
1151,salix lasiandra var. caudata,40,66.67,shrub,60,Salix lucida ssp. caudata Wet Shrubland
1151,alnus incana ssp. tenuifolia,20,33.33,shrub,60,Salix lucida ssp. caudata Wet Shrubland
1151,agrostis gigantea,10,100,herbaceous,10,Salix lucida ssp. caudata Wet Shrubland
1151,mesic graminoid,5,50,shrub,,Salix lucida ssp. caudata Wet Shrubland
1152,mesic shrub,47.8,72.645,tree,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,salix drummondiana,36,54.71,shrub,65.8,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,mesic graminoid,21,51.22,tree,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,carex aquatilis,20,48.78,herbaceous,41,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,carex spp.,20,48.78,tree,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,salix monticola,16.4,24.92,shrub,65.8,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,picea engelmannii var. engelmannii,12,49.59,tree,24.2,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,calamagrostis canadensis,11,26.83,herbaceous,41,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,equisetum arvense,10,24.39,herbaceous,41,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,mesic forb,5,12.195,tree,,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,cornus sericea ssp. sericea,4.6,6.99,shrub,65.8,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
1152,salix planifolia,2.4,3.65,shrub,65.8,Salix drummondiana / Calamagrostis canadensis Wet Shrubland
